﻿Plant_ID,Type,Scientific_Name,Scientific_Name_With_Authors,Common_Name,Family,Genus,Species,Species_Author,Infraspecies,Infraspecies_Author,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration
1218,Accepted Name,Carex scabrata,Carex scabrata Schwein.,rough sedge,Cyperaceae,Carex,scabrata,Schwein.,,,Y,,8,N,Y,,,OBL,OBL,S5,G5,Vascular,"Forested seeps, wet areas in forests, and edges of very small streams. It also occasionally occurs in other wetland habitats. This species occurs predominately in the very specific niche of mucky seepage areas in hardwood forests or Thuja occidentalis swamps. It often fills the entire seepage area with evenly spaced culms via its long rhizomes.",Graminoid,Perennial
1219,Accepted Name,Carex scoparia,Carex scoparia Schkuhr ex Willd.,pointed broom sedge,Cyperaceae,Carex,scoparia,Schkuhr ex Willd.,,,Y,,1,N,Y,,,FACW,FACW,S5,,Vascular,"One of the most common section Ovales sedges. Wet to dry fields, marshes, roadsides, stream and pond edges, and wet depressions. Grows in both acidic and somewhat calcareous soils.",Graminoid,Perennial
6793,Accepted Name,Carex seorsa,Carex seorsa Howe,weak stellate sedge,Cyperaceae,Carex,seorsa,Howe,,,Y,,8,N,Y,,,FACW,FACW,S4,,Vascular,"Acidic hardwood swamps, seepy wet forests, peaty shrublands, and pond edges. It can often be found in small pocket wetlands dominated by shrubs and some Acer rubrum. It mostly grows in some shade.  Restricted to acidic wetlands. Perhaps most common in southeastern New York.",Herbaceous,Perennial
991,Accepted Name,Carex siccata,Carex siccata Dewey,dry-spiked sedge,Cyperaceae,Carex,siccata,Dewey,,,Y,,8,N,Y,,,FACU,UPL,S5,G5,Vascular,"Openings in forests and woodlands, and rocky summits. In graminoid dominated habitats.",Graminoid,Perennial
1223,Accepted Name,Carex sparganioides,Carex sparganioides Muhl. ex Willd.,bur-reed sedge,Cyperaceae,Carex,sparganioides,Muhl. ex Willd.,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Bottomland and alluvial forests, forests, and forest edges. Mostly in mesic rich soils. More common and a little more variable in its habitat preferences than the closely related C. cephaloidea.",Graminoid,Perennial
1224,Accepted Name,Carex sprengelii,Carex sprengelii Dewey ex Spreng.,long-beaked sedge,Cyperaceae,Carex,sprengelii,Dewey ex Spreng.,,,Y,,8,N,Y,,,FACU,FAC,S5,G5?,Vascular,"Floodplain forests, edges of rivers and streams, rich hardwood forests, and thickets. Fairly niche specific species it grows well in forests over calcareous bedrock and in floodplain forests with deep alluvium.",Graminoid,Perennial
1225,Accepted Name,Carex squarrosa,Carex squarrosa L.,spreading-beaked sedge,Cyperaceae,Carex,squarrosa,L.,,,Y,,3,N,Y,,,FACW,OBL,S5,G4G5,Vascular,"Wet fields, wet woods, and edges of streams. Very rare or absent from most of western and northern New York but becoming somewhat more common in eastern and southeastern parts of the state.",Graminoid,Perennial
1228,Accepted Name,Carex stipata var. stipata,Carex stipata Muhl. ex Willd. var. stipata,awl-fruited sedge,Cyperaceae,Carex,stipata,Muhl. ex Willd.,var. stipata,,Y,,5,N,Y,,,OBL,OBL,S5,G5,Vascular,"Very common in wet forests, marshes, edges of ponds, and open wet habitats.",Graminoid,Perennial
1197,Accepted Name,Carex straminea,Carex straminea Willd.,straw sedge,Cyperaceae,Carex,straminea,Willd.,,,Y,,10,N,Y,Endangered-State,,OBL,OBL,S1,G5,Vascular,,Graminoid,Perennial
1189,Accepted Name,Carex stricta,Carex stricta Lam.,tussock sedge,Cyperaceae,Carex,stricta,Lam.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,,Graminoid,Perennial
1191,Accepted Name,Carex swanii,Carex swanii (Fernald) Mack.,Swan’s sedge,Cyperaceae,Carex,swanii,(Fernald) Mack.,,,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,Dry-mesic to mesic forests. Usually in forests of a southern affinity with oaks dominant and often occurs on the upper slopes and crests. The forest canopy can be a little open and the adjacent herbaceous layer is usually not very dense.,Graminoid,Perennial
6791,Accepted Name,Carex tenera,Carex tenera Dewey,slender sedge,Cyperaceae,Carex,tenera,Dewey,,,Y,,2,N,Y,,,FAC,FAC,S5,,Vascular,"Thin forests, fields, pastures, roadsides, and railroad edges. Mostly in dry to dry-mesic sandy or rocky soils.",Herbaceous,Perennial
1204,Accepted Name,Carex tonsa,Carex tonsa (Fernald) E.P. Bicknell,shaved sedge,Cyperaceae,Carex,tonsa,(Fernald) E.P. Bicknell,,,Y,,5,N,Y,,,,,S5,G5T4T5,Vascular,"Rocky summits, open shale and fine talus slopes, rock outcrops, sandy open areas, summits, gravel pits, woodlands and dry forests, and roadsides. Generally in very open xeric habitats but also occasionally occurring under some tree canopy. Seemingly very distinct from C. tonsa var. rugosperma but variability in individual plants obscures some of the distinctions between these two taxa. Perhaps the two are worthy of species status but more research is needed.",Graminoid,Perennial
1206,Accepted Name,Carex torta,Carex torta Boott,twisted sedge,Cyperaceae,Carex,torta,Boott,,,Y,,8,N,Y,,,FACW,OBL,S5,G5,Vascular,On the edges and in perennial rocky streams and rivers. The niche for this species is very precise and it usually can be found in the appropriate niche. It grows in small to large streams often rooting adjacent to cobbles and boulders. It regularly gets flooded with high water.,Graminoid,Perennial
1186,Accepted Name,Carex tribuloides var. tribuloides,Carex tribuloides Wahlenb. var. tribuloides,blunt broom sedge,Cyperaceae,Carex,tribuloides,Wahlenb.,var. tribuloides,,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"Shrub swamps, wet thickets, wet depressions in forests, roadside ditches, edge of marshes, and very rarely dry-mesic forested slopes.",Graminoid,Perennial
1209,Accepted Name,Carex trisperma,Carex trisperma Dewey,three-fruited sedge,Cyperaceae,Carex,trisperma,Dewey,,,Y,,8,N,Y,,,OBL,OBL,S5,G5T5,Vascular,"Coniferous or deciduous swamps, bogs, and peaty wetlands. Very common and dominant in peaty understories of swamps usually on hummocks with at most saturated soils although occurring adjacent to wetter soils. Often growing on mosses and sometimes forming continuous somewhat thin carpets in these habitats. It also grows in more open bogs and peatlands but usually does not occur in the very specific habitat of hummocks in bogs, where the closely related Carex billingsii occurs.",Graminoid,Perennial
1198,Accepted Name,Carex umbellata,Carex umbellata Schkuhr ex Willd.,"parasol sedge, umbelled sedge",Cyperaceae,Carex,umbellata,Schkuhr ex Willd.,,,Y,,5,N,Y,,,,,S5,G5,Vascular,"Dry-to mesic hardwood forests, forested edges, woodlands, fields, rocky summits and mountain ridges, rock outcrops, bluffs, shale and fine talus slopes, dirt roads, road banks, paths, and utility rights-of-way. Is especially fond of slightly disturbed areas through open dry-mesic forests.",Graminoid,Perennial
986,Accepted Name,Carex utriculata,Carex utriculata Boott,bottle-shaped sedge,Cyperaceae,Carex,utriculata,Boott,,,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edges of creeks and ponds, marshes, fens, and openings in swamps. Occurs in rich calcareous to more acidic wet sites.",Graminoid,Perennial
1203,Accepted Name,Carex vesicaria,Carex vesicaria L.,lesser bladder sedge,Cyperaceae,Carex,vesicaria,L.,,,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, swales on edges of rivers and streams, lake shores, and openings in swamps.",Graminoid,Perennial
1201,Accepted Name,Carex virescens,Carex virescens Muhl. ex Willd.,ribbed sedge,Cyperaceae,Carex,virescens,Muhl. ex Willd.,,,Y,,8,N,Y,,,,,S5,G5,Vascular,Grows in similar habitats to the closely related C. swanii but is less common than the latter. Dry-mesic to mesic forests often of a southern affinity; ravine crests; and dirt roads through forests. Occurs primarily on upper slopes and crests.,Graminoid,Perennial
1199,Accepted Name,Carex vulpinoidea,Carex vulpinoidea Michx.,fox sedge,Cyperaceae,Carex,vulpinoidea,Michx.,,,Y,,2,N,Y,,,OBL,OBL,S5,G5,Vascular,"Wet fields, wet pastures, marshes, swamps, edges of ponds and streams, and wet ditches. A very common wetland species mostly growing in open sites with soils that are inundated to seasonally saturated.",Graminoid,Perennial
542,Accepted Name,Carpinus caroliniana ssp. virginiana,Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow,"musclewood, ironwood, American hornbeam",Betulaceae,Carpinus,caroliniana,Walter,ssp. virginiana,(Marshall) Furlow,Y,,6,N,Y,,,FAC,FAC,S5,G5T5,Vascular,"An understory small tree in deciduous forests. It does best in wet-mesic soils, lower parts of slopes, and stream banks. Also occurs in swamps and mesic forests. It can become a dominant understory tree in these habitats.","Tree, Shrub",Perennial
1636,Accepted Name,Carya cordiformis,Carya cordiformis (Wangenh.) K. Koch,bitternut hickory,Juglandaceae,Carya,cordiformis,(Wangenh.) K. Koch,,,Y,,7,N,Y,,,FACU,FAC,S5,G5,Vascular,Floodplain forests and wet-mesic to mesic hardwood forests often low on slopes. A tree primarily of bottomlands in well-drained to wet soils but also occurs less frequently and in smaller numbers in drier habitats on upper slopes and hilltops.,Tree,Perennial
6295,Accepted Name,Carya glabra,Carya glabra (Mill.) Sweet,pignut hickory,Juglandaceae,Carya,glabra,(Mill.) Sweet,,,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,"Rocky summits, woodlands, and dry to mesic forests of a southern affinity. Mostly in dry rocky sites and when abundant perhaps indicating that the soils are calcareous or not very acidic.",Tree,Perennial
6296,Accepted Name,Carya ovata var. ovata,Carya ovata (Mill.) K. Koch var. ovata,shagbark hickory,Juglandaceae,Carya,ovata,(Mill.) K. Koch,var. ovata,,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,"Of the hickories that occur in New York, Carya ovata grows in the widest range of forested habitats. It occurs with C. glabra in dry to mesic warm forests of a southern affinity, with C. cordiformis in low bottomland forests, as well as in rich mesic forests, dry calcareous forests, and sometimes on hummocks in swamps.",Tree,Perennial
1634,Accepted Name,Carya tomentosa,Carya tomentosa (Poir.) Nutt.,mockernut hickory,Juglandaceae,Carya,tomentosa,(Poir.) Nutt.,,,Y,,7,N,Y,,,,,S5,G5,Vascular,Mesic to dry-mesic forests of a southern affinity.,Tree,Perennial
1509,Accepted Name,Castanea dentata,Castanea dentata (Marshall) Borkh.,American chestnut,Fagaceae,Castanea,dentata,(Marshall) Borkh.,,,Y,,6,N,Y,,,,,S4,G4,Vascular,"Dry to mesic forests often associated with Quercus spp. The introduced chestnut blight kills the trees and mature trees are now rather scattered and rare. Still, stump sprouts and small trees are not uncommon although they soon become infested with the blight.",Tree,Perennial
2940,Accepted Name,Castilleja coccinea,Castilleja coccinea (L.) Spreng.,"Indian paintbrush, scarlet paintbrush",Orobanchaceae,Castilleja,coccinea,(L.) Spreng.,,,Y,,7,N,Y,Endangered-State,,FAC,FAC,S1,G5,Vascular,,Forb/herb,Annual
524,Accepted Name,Caulophyllum thalictroides,Caulophyllum thalictroides (L.) Michx.,"blue cohosh, late blue cohosh",Berberidaceae,Caulophyllum,thalictroides,(L.) Michx.,,,Y,,7,N,Y,,,,,S5,G4G5,Vascular,Rich mesic forests. These forests often have a diverse and dense herbaceous layer.,Forb/herb,Perennial
2618,Accepted Name,Ceanothus americanus,Ceanothus americanus L.,New Jersey tea,Rhamnaceae,Ceanothus,americanus,L.,,,Y,,7,N,Y,,,,,S5,G5,Vascular,"Edges of hardwoods forests, openings in forests, exposed rims of cliffs, utility rights-of-way, and roadside banks in dry-mesic thin often rocky or sandy circumneutral to calcareous soils.","Subshrub, Shrub",Perennial
795,Accepted Name,Celastrus scandens,Celastrus scandens L.,American bittersweet,Celastraceae,Celastrus,scandens,L.,,,Y,,7,N,Y,Rare-State,,FACU,FACU,S4,G5,Vascular,"Edges of forests and thickets, young forests, and eroding stream banks. Perhaps becoming less common as the non-native aggressive C. orbiculata becomes more common.",Vine,Perennial
3048,Accepted Name,Celtis occidentalis,Celtis occidentalis L.,northern hackberry,Cannabaceae,Celtis,occidentalis,L.,,,Y,,7,N,Y,,,FACU,FAC,S4,G5,Vascular,"Bottomland forests, rocky slopes, talus slopes, and rock outcrops on mesic to dry calcareous bedrock or soils.","Tree, Shrub",Perennial
2295,Accepted Name,Cenchrus longispinus,Cenchrus longispinus (Hack.) Fernald,long-spined sandbur,Poaceae,Cenchrus,longispinus,(Hack.) Fernald,,,Y,,5,N,Y,,,UPL,UPL,S5,G5,Vascular,,Graminoid,Annual
2291,Accepted Name,Cenchrus tribuloides,Cenchrus tribuloides L.,dune sandbur,Poaceae,Cenchrus,tribuloides,L.,,,Y,,7,N,Y,Threatened-State,,UPL,UPL,S2,G5,Vascular,,Graminoid,Annual
2841,Accepted Name,Cephalanthus occidentalis,Cephalanthus occidentalis L.,buttonbush,Rubiaceae,Cephalanthus,occidentalis,L.,,,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,"Ponds, vernal pools, edges of lakes, stream edges, and shrub swamps predominately in shallow water.","Tree, Shrub",Perennial
6344,Accepted Name,Cerastium nutans var. nutans,Cerastium nutans Raf. var. nutans,nodding chickweed,Caryophyllaceae,Cerastium,nutans,Raf.,var. nutans,,Y,,,N,Y,,,FAC,FACU,S5,,Vascular,,Herbaceous,Annual
798,Accepted Name,Ceratophyllum demersum,Ceratophyllum demersum L.,common coontail,Ceratophyllaceae,Ceratophyllum,demersum,L.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"A very common aquatic plant. Ponds, lakes, streams, usually in somewhat slow moving or still water. Very dense in some situations.",Forb/herb,Perennial
797,Accepted Name,Ceratophyllum echinatum,Ceratophyllum echinatum A. Gray,spiny-fruited coontail,Ceratophyllaceae,Ceratophyllum,echinatum,A. Gray,,,Y,,4,N,Y,Rare-State,,OBL,OBL,S4,G4?,Vascular,"Much less common than C. demersum but in similar habitats. Ponds, lakes, and slow moving streams.",Forb/herb,Perennial
1405,Accepted Name,Chamaecrista fasciculata var. fasciculata,Chamaecrista fasciculata (Michx.) Greene var. fasciculata,partridge pea,Fabaceae,Chamaecrista,fasciculata,(Michx.) Greene,var. fasciculata,,Y,,1,N,Y,,,FACU,FACU,SNR,G5,Vascular,,Forb/herb,Annual
6540,Accepted Name,Chamaecrista nictitans var. nictitans,Chamaecrista nictitans (L.) Moench var. nictitans,wild sensitive plant,Fabaceae,Chamaecrista,nictitans,(L.) Moench,var. nictitans,,Y,,1,N,Y,,,FACU,FACU,S4S5,,Vascular,"Rocky summits, woodlands, thin forests, railroad edges, gravel pits, and disturbed soils. Mostly in open acidic sites with thin dry soils. If a lot of available habitat is present it can form extensive patches.",Herbaceous,Perennial
1349,Accepted Name,Chamaedaphne calyculata,Chamaedaphne calyculata (L.) Moench,leatherleaf,Ericaceae,Chamaedaphne,calyculata,(L.) Moench,,,Y,,8,N,Y,,,OBL,OBL,S5,G5,Vascular,"Bogs, edges of ponds, and acidic peaty open sites. Mostly confined to acidic peatlands where it can form dense extensive monospecific stands or become mixed with other low shrubs to from dense shrub thickets.",Shrub,Perennial
1973,Accepted Name,Chamaenerion angustifolium ssp. circumvagum,Chamaenerion angustifolium (L.) Scop. ssp. circumvagum (Mosquin) Moldenke,fireweed,Onagraceae,Chamaenerion,angustifolium,(L.) Scop.,ssp. circumvagum,(Mosquin) Moldenke,Y,,3,N,Y,,,FAC,FAC,S5,,Vascular,"Clearing and openings in forests, edges of forests, roadsides, and disturbed soils. Responds well to fire and clearing. Most common in northern New York where it can form extensive patches.",Forb/herb,
2933,Accepted Name,Chelone glabra,Chelone glabra L.,white turtlehead,Plantaginaceae,Chelone,glabra,L.,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Swamps, marshes, rich fens, ditches, and wet thickets.",Forb/herb,Perennial
801,Accepted Name,Chenopodiastrum simplex,"Chenopodiastrum simplex (Torr.) S. Fuentes, Uotila & Borsch",maple-leaved goosefoot,Amaranthaceae,Chenopodiastrum,simplex,"(Torr.) S. Fuentes, Uotila & Borsch",,,Y,,3,N,Y,,,,,S5,G5,Vascular,Rocky woods and disturbed soils.,Forb/herb,Annual
803,Accepted Name,Chenopodium standleyanum,Chenopodium standleyanum Aellen,Standley’s goosefoot,Amaranthaceae,Chenopodium,standleyanum,Aellen,,,Y,,,N,Y,,,,,S1S3,G5,Vascular,,Forb/herb,Annual
1347,Accepted Name,Chimaphila maculata,Chimaphila maculata (L.) Pursh,spotted wintergreen,Ericaceae,Chimaphila,maculata,(L.) Pursh,,,Y,,7,N,Y,,,,,S4,G5,Vascular,Dry sandy or coarse soils in hardwood forests. Less frequently in more mesic forests or hummocks in swamps.,"Subshrub, Shrub",Perennial
1316,Accepted Name,Chimaphila umbellata,Chimaphila umbellata (L.) W.P.C. Barton,pipsissewa,Ericaceae,Chimaphila,umbellata,(L.) W.P.C. Barton,,,Y,,7,N,Y,,,,,S5,G5T5,Vascular,"Dry sandy forests, edges of forests, and roadsides with thin sandy soils. A plant of acidic sites.","Subshrub, Shrub",Perennial
2901,Accepted Name,Chrysosplenium americanum,Chrysosplenium americanum Schwein. ex Hook.,golden carpet,Saxifragaceae,Chrysosplenium,americanum,Schwein. ex Hook.,,,Y,,8,N,Y,,,OBL,OBL,S4,G5,Vascular,"Forested seeps, wet forests, stream edges, and marshes. Often in shaded habitats in saturated mucky soils.",Forb/herb,Perennial
76,Accepted Name,Cicuta bulbifera,Cicuta bulbifera L.,bulb-bearing water hemlock,Apiaceae,Cicuta,bulbifera,L.,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,Marshes and swamps.  Common but usually not abundant or dense at a particular site.,Forb/herb,Perennial
6640,Accepted Name,Cicuta maculata var. maculata,Cicuta maculata L. var. maculata,spotted water hemlock,Apiaceae,Cicuta,maculata,L.,var. maculata,,Y,,5,N,Y,,,OBL,OBL,S5,,Vascular,Marshes and open swamps similar to C. bulbifera in the way it is usually not dense or abundant at a site.,Herbaceous,Perennial
6736,Accepted Name,Cinna arundinacea,Cinna arundinacea L.,stout woodreed,Poaceae,Cinna,arundinacea,L.,,,Y,,7,N,Y,,,FACW,FACW,S5,,Vascular,"Low wet forests and thickets, swamps, and floodplains. Often growing in large populations.",Herbaceous,Perennial
2346,Accepted Name,Cinna latifolia,Cinna latifolia (Trevir. ex Göpp.) Griseb.,drooping woodreed,Poaceae,Cinna,latifolia,(Trevir. ex Göpp.) Griseb.,,,Y,,7,N,Y,,,FACW,FACW,S5,G5,Vascular,"Wet to wet-mesic areas in upland forests and forest openings, occasionally in swamps. More common in cooler and more northern parts of New York.",Graminoid,Perennial
1955,Accepted Name,Circaea alpina ssp. alpina,Circaea alpina L. ssp. alpina,dwarf enchanter’s nightshade,Onagraceae,Circaea,alpina,L.,ssp. alpina,,Y,,8,N,Y,,,FACW,FACW,S5,G5,Vascular,"Seepages, swamps, edges of streams, and cool northern mesic forests. A species of cool sites it is most common in northern and cooler parts of New York although it is not uncommon in other parts of the state. It does particularly well on rotting logs in northern forests.",Forb/herb,Perennial
1962,Accepted Name,Circaea canadensis,Circaea canadensis (L.) Hill,eastern enchanter’s nightshade,Onagraceae,Circaea,canadensis,(L.) Hill,,,Y,,5,N,Y,,,FACU,FACU,S5,G5T5,Vascular,"Mesic forests and thickets. Somewhat weedy, it does well on edges of paths and in disturbed soils in forests.",Forb/herb,Perennial
6976,Accepted Name,Cirsium discolor,Cirsium discolor (Muhl. ex Willd.) Spreng.,field thistle,Asteraceae,Cirsium,discolor,(Muhl. ex Willd.) Spreng.,,,Y,,1,N,Y,,,UPL,UPL,S5,,Vascular,,Herbaceous,Biennial
217,Accepted Name,Cirsium muticum,Cirsium muticum Michx.,swamp thistle,Asteraceae,Cirsium,muticum,Michx.,,,Y,,9,N,Y,,,OBL,OBL,S5,G5,Vascular,Swamps and marshes. A wetland plant mostly of native habitats. Usually not very abundant at a site and often very thinly scattered throughout.,Forb/herb,Biennial
225,Accepted Name,Cirsium pumilum ssp. pumilum,Cirsium pumilum (Nutt.) Spreng. ssp. pumilum,pasture thistle,Asteraceae,Cirsium,pumilum,(Nutt.) Spreng.,ssp. pumilum,,Y,,1,N,Y,,,,,S5,G4G5,Vascular,,Forb/herb,Biennial
1055,Accepted Name,Cladium mariscoides,Cladium mariscoides (Muhl.) Torr.,twig rush,Cyperaceae,Cladium,mariscoides,(Muhl.) Torr.,,,Y,,9,N,Y,,,OBL,OBL,S5,G5,Vascular,Acidic to more minerotrophic non-shaded peatlands.,Graminoid,Perennial
2488,Accepted Name,Claytonia caroliniana,Claytonia caroliniana Michx.,Carolina spring beauty,Montiaceae,Claytonia,caroliniana,Michx.,,,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,Forests and forest edges in deep rich mesic soils. Usually in moister sites with deeper soils than the related Claytonia virginica.,Forb/herb,Perennial
6346,Accepted Name,Claytonia virginica,Claytonia virginica L.,eastern spring beauty,Montiaceae,Claytonia,virginica,L.,,,Y,,7,N,Y,,,FAC,FACU,S5,,Vascular,Forests and forest edges in dry-mesic to mesic often calcareous soils. Usually in drier sites with thinner soils than the related Claytonia caroliniana.,Herbaceous,Perennial
2585,Accepted Name,Clematis occidentalis var. occidentalis,Clematis occidentalis (Hornem.) DC. var. occidentalis,American purple clematis,Ranunculaceae,Clematis,occidentalis,(Hornem.) DC.,var. occidentalis,,Y,,9,N,Y,,,,,S4,G5,Vascular,"Rocky forests, rock outcrops, and cliffs in dry-mesic to mesic calcareous soils.","Vine, Subshrub",Perennial
2559,Accepted Name,Clematis virginiana,Clematis virginiana L.,virgin’s bower,Ranunculaceae,Clematis,virginiana,L.,,,Y,,3,N,Y,,,FAC,FAC,S5,G5,Vascular,"Riparian forests and thickets, rich fens, shrub swamps, wet-mesic hedgerows, and wet thickets.","Vine, Subshrub",Perennial
852,Accepted Name,Clethra alnifolia,Clethra alnifolia L.,coastal sweet pepperbush,Clethraceae,Clethra,alnifolia,L.,,,Y,,7,N,Y,,,FAC,FAC,S5,G5,Vascular,"Edges of acidic ponds, acidic sphagnum wetlands, and bog edges. Often with other shrubs including Rhododendron viscosum",Shrub,Perennial
1837,Accepted Name,Clintonia borealis,Clintonia borealis (Aiton) Raf.,blue bead lily,Liliaceae,Clintonia,borealis,(Aiton) Raf.,,,Y,,8,N,Y,,,FAC,FAC,S5,G5,Vascular,"Cool northern coniferous, coniferous-hardwood, and hardwood forests; and hummocks in swamps. Very common understory herbaceous plant in northern and cool forests extending into the sub-alpine. Sometimes after forest clearing or in openings in forests it becomes quite robust and flowers heavily.",Forb/herb,Perennial
2033,Accepted Name,Coeloglossum viride,Coeloglossum viride (L.) Hartm.,"long-bracted orchid, frog orchid",Orchidaceae,Coeloglossum,viride,(L.) Hartm.,,,Y,,9,N,Y,,,FACU,FAC,S1S2,G5,Vascular,Rich mesic to wet-mesic forests and sometimes in seepages.,Forb/herb,Perennial
2353,Accepted Name,Coleataenia rigidula ssp. rigidula,Coleataenia rigidula (Bosc ex Nees) LeBlond ssp. rigidula,red-topped panic grass,Poaceae,Coleataenia,rigidula,(Bosc ex Nees) LeBlond,ssp. rigidula,,Y,,7,N,Y,,,FACW,FACW,SNR,G5T5?,Vascular,"Edges of ponds, stream edges, and river and ice scour meadows in at least seasonally saturated soils.",Graminoid,Perennial
1680,Accepted Name,Collinsonia canadensis,Collinsonia canadensis L.,"stoneroot, horsebalm",Lamiaceae,Collinsonia,canadensis,L.,,,Y,,7,N,Y,,,FAC,FAC,S5,G5,Vascular,"Rich mesic hardwood forests, edges of streams, and low thickets. Sometimes in slightly, at least seasonally, wet soils.",Forb/herb,Perennial
6596,Accepted Name,Comandra umbellata ssp. umbellata,Comandra umbellata (L.) Nutt. ssp. umbellata,bastard toad flax,Santalaceae,Comandra,umbellata,(L.) Nutt.,ssp. umbellata,,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,"Thin canopied oak forests, woodlands, and forest edges; utility rights-of-way, pine barrens, successional fields, and thickets. Generally in dry thin soils in open to partly shaded habitat but sometimes in wetter habitats.",Herbaceous,Perennial
2697,Accepted Name,Comarum palustre,Comarum palustre L.,marsh cinquefoil,Rosaceae,Comarum,palustre,L.,,,Y,,9,N,Y,,,OBL,OBL,S4,G5,Vascular,"Edges of ponds, lakes, and streams, peatlands, and marshes often in shallow water.",Herbaceous,Perennial
1923,Accepted Name,Comptonia peregrina,Comptonia peregrina (L.) J.M. Coult.,sweet fern,Myricaceae,Comptonia,peregrina,(L.) J.M. Coult.,,,Y,,6,N,Y,,,,,S5,G5,Vascular,"Barrens, rocky summits, woodlands, fields and clearings, open heathlands, roadsides, and utility rights-of-way. A plant of open dry thin acidic soils.","Subshrub, Shrub",Perennial
75,Accepted Name,Conioselinum chinense,"Conioselinum chinense (L.) Britton, Sterns & Poggenb.",hemlock parsley,Apiaceae,Conioselinum,chinense,"(L.) Britton, Sterns & Poggenb.",,,Y,,7,N,Y,,,FACW,FACW,S4,G5,Vascular,Rich swamps and fens; banks of cold small drainages.  This species prefers shaded conditions.,Forb/herb,Perennial
2049,Accepted Name,Conopholis americana,Conopholis americana (L.) Wallr.,oakdrops,Orobanchaceae,Conopholis,americana,(L.) Wallr.,,,Y,,7,N,Y,,,,,S4,G5,Vascular,In a variety of mesic forests under Quercus species.,Forb/herb,Perennial
2587,Accepted Name,Coptis trifolia,Coptis trifolia (L.) Salisb.,goldthread,Ranunculaceae,Coptis,trifolia,(L.) Salisb.,,,Y,,8,N,Y,,,FACW,FACW,S5,G5,Vascular,"On hummocks in cool swamps, cool coniferous and mixed deciduous-coniferous forests, and peatlands in mesic to wet soils in shaded to open habitats often with the adjacent herbaceous layer thin.",Forb/herb,Perennial
2026,Accepted Name,Corallorhiza maculata var. maculata,Corallorhiza maculata (Raf.) Raf. var. maculata,late spotted coralroot,Orchidaceae,Corallorhiza,maculata,(Raf.) Raf.,var. maculata,,Y,,8,N,Y,,,FACU,FACU,S4,G5,Vascular,"A wide variety of mesic forest types but perhaps most common in hardwoods, hardwood-Tsuga canadensis forests, and hardwood-Pinus strobus forests. Patches often consist of small numbers of individuals and patches are often widely scattered at a site.",Forb/herb,Perennial
2027,Accepted Name,Corallorhiza odontorhiza var. odontorhiza,Corallorhiza odontorhiza (Willd.) Poir. var. odontorhiza,autumn coralroot,Orchidaceae,Corallorhiza,odontorhiza,(Willd.) Poir.,var. odontorhiza,,Y,,8,N,Y,,,,,S4,G5T5,Vascular,Mesic hardwood forests.,Forb/herb,Perennial
2029,Accepted Name,Corallorhiza trifida,Corallorhiza trifida Châtel.,early coralroot,Orchidaceae,Corallorhiza,trifida,Châtel.,,,Y,,10,N,Y,,,FACW,FACW,S4,G5,Vascular,"Seepages, cool swamps, and spring wet areas adjacent to streams. Often in the hollows in cool swamps growing from saturated mucky soils.",Forb/herb,Perennial
1315,Accepted Name,Corema conradii,Corema conradii (Torr.) Torr.,broom crowberry,Ericaceae,Corema,conradii,(Torr.) Torr.,,,Y,,10,N,Y,Endangered-State,,,,S1,G4,Vascular,,"Subshrub, Shrub",Perennial
888,Accepted Name,Cornus alternifolia,Cornus alternifolia L. f.,"pagoda dogwood, alternate-leaved dogwood",Cornaceae,Cornus,alternifolia,L. f.,,,Y,,7,N,Y,,,FAC,FACU,S5,G5,Vascular,"Understories of mesic, usually somewhat rich forests.","Tree, Shrub",Perennial
893,Accepted Name,Cornus amomum ssp. amomum,Cornus amomum Mill. ssp. amomum,silky dogwood,Cornaceae,Cornus,amomum,Mill.,ssp. amomum,,Y,,6,N,Y,,,FACW,FACW,S5,G5T5,Vascular,"Fens, swamps, shrub swamps, marshes, edges of ponds, edges of streams, and ditches.","Tree, Shrub",Perennial
